192.168.10.10-192.168.10.20-22-60664-6,192.168.10.10,22,192.168.10.20,60664,6,24/05/2022 11:38:13 AM,382,0,2,0.0,84.0,0,0,0,0,84.0,0.0,42.0,59.39696961966999,219895.28795811516,5235.602094240838,382.0,0.0,382.0,382.0,0,0,0,0,0,382.0,382.0,0.0,382.0,382.0,0,1,0,0,0,64,0.0,5235.602094240838,0.0,84.0,56.0,48.49742261192856,2352.0,0,0,0,1,1,0,0,0,0.0,84.0,0.0,42.0,0,0,0,0,0,0,0,0,2,84,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60668-6,192.168.10.10,22,192.168.10.20,60668,6,24/05/2022 11:38:13 AM,428,0,2,0.0,84.0,0,0,0,0,84.0,0.0,42.0,59.39696961966999,196261.68224299065,4672.897196261682,428.0,0.0,428.0,428.0,0,0,0,0,0,428.0,428.0,0.0,428.0,428.0,0,1,0,0,0,64,0.0,4672.897196261682,0.0,84.0,56.0,48.49742261192856,2352.0,0,0,0,1,1,0,0,0,0.0,84.0,0.0,42.0,0,0,0,0,0,0,0,0,2,84,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60634-6,192.168.10.10,22,192.168.10.20,60634,6,24/05/2022 11:38:12 AM,1856777,2,3,84.0,136.0,84.0,0.0,42.0,59.39696961966999,84.0,0.0,45.33333333333333,42.39496825489239,118.4848799828951,2.692838181429434,464194.25,927551.8428959016,1855522.0,259.0,1855522.0,1855522.0,0.0,1855522.0,1855522.0,1856777.0,928388.5,1312112.292917226,1856192.0,585.0,0,1,0,0,64,96,1.0771352725717735,1.6157029088576604,0.0,84.0,45.33333333333333,37.919212368754,1437.8666666666666,0,0,0,1,1,0,0,0,1.0,54.4,42.0,45.333333333333336,0,0,0,0,0,0,2,84,3,136,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60632-6,192.168.10.10,22,192.168.10.20,60632,6,24/05/2022 11:38:12 AM,1856726,2,3,84.0,136.0,84.0,0.0,42.0,59.39696961966999,84.0,0.0,45.33333333333333,42.39496825489239,118.48813449049563,2.6929121475112643,464181.5,927687.6846042171,1855713.0,193.0,1855713.0,1855713.0,0.0,1855713.0,1855713.0,1856726.0,928363.0,1312062.0883357616,1856131.0,595.0,0,1,0,0,64,96,1.0771648590045058,1.6157472885067585,0.0,84.0,45.33333333333333,37.919212368754,1437.8666666666666,0,0,0,1,1,0,0,0,1.0,54.4,42.0,45.333333333333336,0,0,0,0,0,0,2,84,3,136,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60636-6,192.168.10.10,22,192.168.10.20,60636,6,24/05/2022 11:38:12 AM,1856664,2,3,84.0,136.0,84.0,0.0,42.0,59.39696961966999,84.0,0.0,45.33333333333333,42.39496825489239,118.49209119151338,2.693002072534395,464166.0,927614.0032840527,1855587.0,277.0,1855587.0,1855587.0,0.0,1855587.0,1855587.0,1856664.0,928332.0,1312203.509691999,1856200.0,464.0,0,1,0,0,64,96,1.077200829013758,1.615801243520637,0.0,84.0,45.33333333333333,37.919212368754,1437.8666666666666,0,0,0,1,1,0,0,0,1.0,54.4,42.0,45.333333333333336,0,0,0,0,0,0,2,84,3,136,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60638-6,192.168.10.10,22,192.168.10.20,60638,6,24/05/2022 11:38:13 AM,1856709,2,3,84.0,136.0,84.0,0.0,42.0,59.39696961966999,84.0,0.0,45.33333333333333,42.39496825489239,118.48921936609345,2.692936803774851,464177.25,927640.5094749348,1855638.0,213.0,1855638.0,1855638.0,0.0,1855638.0,1855638.0,1856709.0,928354.5,1312137.7487613487,1856176.0,533.0,0,1,0,0,64,96,1.0771747215099405,1.6157620822649108,0.0,84.0,45.33333333333333,37.919212368754,1437.8666666666666,0,0,0,1,1,0,0,0,1.0,54.4,42.0,45.333333333333336,0,0,0,0,0,0,2,84,3,136,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60640-6,192.168.10.10,22,192.168.10.20,60640,6,24/05/2022 11:38:13 AM,1857011,2,3,84.0,136.0,84.0,0.0,42.0,59.39696961966999,84.0,0.0,45.33333333333333,42.39496825489239,118.46994982797625,2.692498859726733,464252.75,927870.83712924,1856059.0,245.0,1856059.0,1856059.0,0.0,1856059.0,1856059.0,1857011.0,928505.5,1312489.8879383795,1856576.0,435.0,0,1,0,0,64,96,1.0769995438906932,1.6154993158360398,0.0,84.0,45.33333333333333,37.919212368754,1437.8666666666666,0,0,0,1,1,0,0,0,1.0,54.4,42.0,45.333333333333336,0,0,0,0,0,0,2,84,3,136,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60642-6,192.168.10.10,22,192.168.10.20,60642,6,24/05/2022 11:38:13 AM,1857181,2,3,84.0,136.0,84.0,0.0,42.0,59.39696961966999,84.0,0.0,45.33333333333333,42.39496825489239,118.4591054937564,2.6922523975853725,464295.25,927819.8445123475,1856025.0,281.0,1856025.0,1856025.0,0.0,1856025.0,1856025.0,1857181.0,928590.5,1312392.3072025757,1856592.0,589.0,0,1,0,0,64,96,1.0769009590341492,1.6153514385512235,0.0,84.0,45.33333333333333,37.919212368754,1437.8666666666666,0,0,0,1,1,0,0,0,1.0,54.4,42.0,45.333333333333336,0,0,0,0,0,0,2,84,3,136,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60644-6,192.168.10.10,22,192.168.10.20,60644,6,24/05/2022 11:38:13 AM,1855980,2,3,84.0,136.0,84.0,0.0,42.0,59.39696961966999,84.0,0.0,45.33333333333333,42.39496825489239,118.5357600836216,2.6939945473550364,463995.0,927399.3361039247,1855094.0,212.0,1855094.0,1855094.0,0.0,1855094.0,1855094.0,1855980.0,927990.0,1311828.74309797,1855593.0,387.0,0,1,0,0,64,96,1.0775978189420146,1.6163967284130216,0.0,84.0,45.33333333333333,37.919212368754,1437.8666666666666,0,0,0,1,1,0,0,0,1.0,54.4,42.0,45.333333333333336,0,0,0,0,0,0,2,84,3,136,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60650-6,192.168.10.10,22,192.168.10.20,60650,6,24/05/2022 11:38:13 AM,1857067,2,3,84.0,136.0,84.0,0.0,42.0,59.39696961966999,84.0,0.0,45.33333333333333,42.39496825489239,118.46637735741359,2.6924176672139453,464266.75,927696.1779326876,1855811.0,292.0,1855811.0,1855811.0,0.0,1855811.0,1855811.0,1857067.0,928533.5,1312266.4421955245,1856446.0,621.0,0,1,0,0,64,96,1.0769670668855782,1.6154506003283673,0.0,84.0,45.33333333333333,37.919212368754,1437.8666666666666,0,0,0,1,1,0,0,0,1.0,54.4,42.0,45.333333333333336,0,0,0,0,0,0,2,84,3,136,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.10.10-192.168.10.20-22-60654-6,192.168.10.10,22,192.168.10.20,60654,6,24/05/2022 11:38:13 AM,1856273,2,3,84.0,136.0,84.0,0.0,42.0,59.39696961966999,84.0,0.0,45.33333333333333,42.39496825489239,118.51705002443067,2.693569318737061,464068.25,927625.8382912711,1855507.0,174.0,1855507.0,1855507.0,0.0,1855507.0,1855507.0,1856273.0,928136.5,1312031.6827441705,1855883.0,390.0,0,1,0,0,64,96,1.0774277274948243,1.6161415912422363,0.0,84.0,45.33333333333333,37.919212368754,1437.8666666666666,0,0,0,1,1,0,0,0,1.0,54.4,42.0,45.333333333333336,0,0,0,0,0,0,2,84,3,136,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
