Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Predicted_result
192.168.10.10-192.168.10.20-22-60504-6,192.168.10.20,60504,192.168.10.10,22,6,24/05/2022 07:30:36 AM,772,2,4,22.0,22.0,22.0,0.0,11.0,15.56,22.0,0.0,5.5,11.0,56994.82,7772.02,154.4,120.26,337.0,0.0,129.0,129.0,0.0,129.0,129.0,772.0,257.33,324.59,622.0,0.0,0,0,0,0,64,144,2590.67,5181.35,0.0,22.0,6.29,10.73,115.24,0,1,0,0,0,0,0,0,2.0,7.33,11.0,5.5,0,0,0,0,0,0,2,22,4,22,-1,510,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-60506-6,192.168.10.20,60506,192.168.10.10,22,6,24/05/2022 07:30:36 AM,774,2,4,22.0,22.0,22.0,0.0,11.0,15.56,22.0,0.0,5.5,11.0,56847.55,7751.94,154.8,92.48,247.0,0.0,172.0,172.0,0.0,172.0,172.0,774.0,258.0,296.56,582.0,0.0,0,0,0,0,64,144,2583.98,5167.96,0.0,22.0,6.29,10.73,115.24,0,1,0,0,0,0,0,0,2.0,7.33,11.0,5.5,0,0,0,0,0,0,2,22,4,22,-1,510,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-60512-6,192.168.10.20,60512,192.168.10.10,22,6,24/05/2022 07:30:40 AM,731,2,4,22.0,22.0,22.0,0.0,11.0,15.56,22.0,0.0,5.5,11.0,60191.52,8207.93,146.2,84.0,212.0,0.0,158.0,158.0,0.0,158.0,158.0,731.0,243.67,278.34,547.0,0.0,0,0,0,0,64,144,2735.98,5471.96,0.0,22.0,6.29,10.73,115.24,0,1,0,0,0,0,0,0,2.0,7.33,11.0,5.5,0,0,0,0,0,0,2,22,4,22,-1,510,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-60514-6,192.168.10.20,60514,192.168.10.10,22,6,24/05/2022 07:30:40 AM,801,2,4,22.0,22.0,22.0,0.0,11.0,15.56,22.0,0.0,5.5,11.0,54931.34,7490.64,160.2,99.84,267.0,0.0,151.0,151.0,0.0,151.0,151.0,801.0,267.0,298.96,590.0,0.0,0,0,0,0,64,144,2496.88,4993.76,0.0,22.0,6.29,10.73,115.24,0,1,0,0,0,0,0,0,2.0,7.33,11.0,5.5,0,0,0,0,0,0,2,22,4,22,-1,510,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-60508-6,192.168.10.20,60508,192.168.10.10,22,6,24/05/2022 07:30:36 AM,1262,3,6,22.0,22.0,22.0,0.0,7.33,12.7,22.0,0.0,3.67,8.98,34865.29,7131.54,157.75,40.06,222.0,101.0,709.0,354.5,272.24,547.0,162.0,1262.0,252.4,160.0,485.0,105.0,0,0,0,0,96,196,2377.18,4754.36,0.0,22.0,4.4,9.28,86.04,0,1,0,0,0,0,0,0,2.0,4.89,7.33,3.67,0,0,0,0,0,0,3,22,6,22,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
