Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Predicted_result
192.168.10.20-8.8.8.8-48958-8009-6,192.168.10.20,48958,8.8.8.8,8009,6,24/05/2022 06:41:32 AM,31180480,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,31180480.0,0.0,31180480.0,31180480.0,0.0,0.0,0.0,0.0,0.0,31180480.0,31180480.0,0.0,31180480.0,31180480.0,0,0,0,0,0,60,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,31180480.0,0.0,31180480.0,31180480.0,0
192.168.10.20-8.8.8.8-34950-8083-6,192.168.10.20,34950,8.8.8.8,8083,6,24/05/2022 06:41:28 AM,34448331,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,34448331.0,0.0,34448331.0,34448331.0,0.0,0.0,0.0,0.0,0.0,34448331.0,34448331.0,0.0,34448331.0,34448331.0,0,0,0,0,0,60,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,34448331.0,0.0,34448331.0,34448331.0,0
192.168.10.20-8.8.8.8-48294-1500-6,192.168.10.20,48294,8.8.8.8,1500,6,24/05/2022 06:41:32 AM,30555050,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,30555050.0,0.0,30555050.0,30555050.0,0.0,0.0,0.0,0.0,0.0,30555050.0,30555050.0,0.0,30555050.0,30555050.0,0,0,0,0,0,60,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,30555050.0,0.0,30555050.0,30555050.0,0
192.168.10.20-8.8.8.8-40834-5101-6,192.168.10.20,40834,8.8.8.8,5101,6,24/05/2022 06:41:29 AM,34294498,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,34294498.0,0.0,34294498.0,34294498.0,0.0,0.0,0.0,0.0,0.0,34294498.0,34294498.0,0.0,34294498.0,34294498.0,0,0,0,0,0,60,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,34294498.0,0.0,34294498.0,34294498.0,0
192.168.10.20-8.8.8.8-51682-4446-6,192.168.10.20,51682,8.8.8.8,4446,6,24/05/2022 06:41:26 AM,37124923,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,37124923.0,0.0,37124923.0,37124923.0,0.0,0.0,0.0,0.0,0.0,37124923.0,37124923.0,0.0,37124923.0,37124923.0,0,0,0,0,0,60,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,37124923.0,0.0,37124923.0,37124923.0,0
192.168.10.20-8.8.8.8-47772-12000-6,192.168.10.20,47772,8.8.8.8,12000,6,24/05/2022 06:41:30 AM,32425938,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,32425938.0,0.0,32425938.0,32425938.0,0.0,0.0,0.0,0.0,0.0,32425938.0,32425938.0,0.0,32425938.0,32425938.0,0,0,0,0,0,60,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,32425938.0,0.0,32425938.0,32425938.0,0
192.168.10.20-8.8.8.8-45476-2144-6,192.168.10.20,45476,8.8.8.8,2144,6,24/05/2022 06:41:32 AM,30712011,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,30712011.0,0.0,30712011.0,30712011.0,0.0,0.0,0.0,0.0,0.0,30712011.0,30712011.0,0.0,30712011.0,30712011.0,0,0,0,0,0,60,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,30712011.0,0.0,30712011.0,30712011.0,0
192.168.10.20-8.8.8.8-52082-1094-6,192.168.10.20,52082,8.8.8.8,1094,6,24/05/2022 06:41:30 AM,33358891,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,33358891.0,0.0,33358891.0,33358891.0,0.0,0.0,0.0,0.0,0.0,33358891.0,33358891.0,0.0,33358891.0,33358891.0,0,0,0,0,0,60,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,33358891.0,0.0,33358891.0,33358891.0,0
192.168.10.20-8.8.8.8-47306-1137-6,192.168.10.20,47306,8.8.8.8,1137,6,24/05/2022 06:41:30 AM,32735213,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,32735213.0,0.0,32735213.0,32735213.0,0.0,0.0,0.0,0.0,0.0,32735213.0,32735213.0,0.0,32735213.0,32735213.0,0,0,0,0,0,60,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,32735213.0,0.0,32735213.0,32735213.0,0
192.168.10.20-8.8.8.8-58946-32768-6,192.168.10.20,58946,8.8.8.8,32768,6,24/05/2022 06:41:28 AM,35072527,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,35072527.0,0.0,35072527.0,35072527.0,0.0,0.0,0.0,0.0,0.0,35072527.0,35072527.0,0.0,35072527.0,35072527.0,0,0,0,0,0,60,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,64240,0,0,0,0,0,0,35072527.0,0.0,35072527.0,35072527.0,0
