Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Predicted_result
192.168.10.10-192.168.10.20-22-59026-6,192.168.10.20,59026,192.168.10.10,22,6,24/05/2022 06:55:25 AM,20434297,19,25,1686.0,2092.0,976.0,0.0,88.74,218.03,1080.0,0.0,83.68,232.86,184.89,2.15,475216.21,1220457.8,3710310.0,57.0,20433947.0,1135219.28,1699362.07,3710841.0,126.0,20434046.0,851418.58,1544590.98,3710310.0,140.0,0,0,0,0,608,816,0.93,1.22,0.0,1080.0,83.96,221.8,49193.91,0,1,0,0,0,0,0,0,1.0,85.86,88.74,83.68,0,0,0,0,0,0,19,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-59028-6,192.168.10.20,59028,192.168.10.10,22,6,24/05/2022 06:55:28 AM,20444771,19,25,1686.0,2092.0,976.0,0.0,88.74,218.03,1080.0,0.0,83.68,232.86,184.79,2.15,475459.79,1221245.62,3721892.0,100.0,20444457.0,1135803.17,1700568.64,3722601.0,153.0,20444449.0,851852.04,1545618.48,3721892.0,120.0,0,0,0,0,608,816,0.93,1.22,0.0,1080.0,83.96,221.8,49193.91,0,1,0,0,0,0,0,0,1.0,85.86,88.74,83.68,0,0,0,0,0,0,19,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-59030-6,192.168.10.20,59030,192.168.10.10,22,6,24/05/2022 06:55:28 AM,20445216,17,25,1686.0,2092.0,976.0,0.0,99.18,228.87,1080.0,0.0,83.68,232.86,184.79,2.05,498663.8,1245650.09,3710076.0,0.0,20444951.0,1277809.44,1754175.57,3710760.0,291.0,20444965.0,851873.54,1544197.21,3710076.0,209.0,0,0,0,0,544,816,0.83,1.22,0.0,1080.0,87.86,226.24,51185.22,0,1,0,0,0,0,0,0,1.0,89.95,99.18,83.68,0,0,0,0,0,0,17,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-59032-6,192.168.10.20,59032,192.168.10.10,22,6,24/05/2022 06:55:28 AM,20456800,17,25,1686.0,2092.0,976.0,0.0,99.18,228.87,1080.0,0.0,83.68,232.86,184.68,2.05,498946.34,1245623.37,3710378.0,0.0,20456593.0,1278537.06,1755169.12,3721137.0,271.0,20456539.0,852355.79,1544044.79,3710378.0,56.0,0,0,0,0,544,816,0.83,1.22,0.0,1080.0,87.86,226.24,51185.22,0,1,0,0,0,0,0,0,1.0,89.95,99.18,83.68,0,0,0,0,0,0,17,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-59034-6,192.168.10.20,59034,192.168.10.10,22,6,24/05/2022 06:55:28 AM,20565116,18,25,1686.0,2092.0,976.0,0.0,93.67,223.26,1080.0,0.0,83.68,232.86,183.71,2.09,489645.62,1232410.73,3718741.0,0.0,20564850.0,1209697.06,1722735.54,3719273.0,114.0,20564844.0,856868.5,1542450.63,3718741.0,52.0,0,0,0,0,576,816,0.88,1.22,0.0,1080.0,85.86,223.99,50170.31,0,1,0,0,0,0,0,0,1.0,87.86,93.67,83.68,0,0,0,0,0,0,18,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-59038-6,192.168.10.20,59038,192.168.10.10,22,6,24/05/2022 06:55:28 AM,20575174,17,25,1686.0,2092.0,976.0,0.0,99.18,228.87,1080.0,0.0,83.68,232.86,183.62,2.04,501833.51,1244680.81,3712466.0,0.0,20574981.0,1285936.31,1748533.94,3713125.0,262.0,20574903.0,857287.62,1541539.56,3712466.0,86.0,0,0,0,0,544,816,0.83,1.22,0.0,1080.0,87.86,226.24,51185.22,0,1,0,0,0,0,0,0,1.0,89.95,99.18,83.68,0,0,0,0,0,0,17,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-59040-6,192.168.10.20,59040,192.168.10.10,22,6,24/05/2022 06:55:28 AM,20578329,17,25,1686.0,2092.0,976.0,0.0,99.18,228.87,1080.0,0.0,83.68,232.86,183.59,2.04,501910.46,1244425.78,3710335.0,0.0,20578072.0,1286129.5,1748808.28,3715877.0,130.0,20578184.0,857424.33,1541146.77,3710335.0,138.0,0,0,0,0,544,816,0.83,1.21,0.0,1080.0,87.86,226.24,51185.22,0,1,0,0,0,0,0,0,1.0,89.95,99.18,83.68,0,0,0,0,0,0,17,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-59036-6,192.168.10.20,59036,192.168.10.10,22,6,24/05/2022 06:55:28 AM,20596705,17,25,1686.0,2092.0,976.0,0.0,99.18,228.87,1080.0,0.0,83.68,232.86,183.43,2.04,502358.66,1244291.68,3710669.0,0.0,20596456.0,1287278.5,1749064.58,3720685.0,246.0,20596549.0,858189.54,1540774.38,3710669.0,0.0,0,0,0,0,544,816,0.83,1.21,0.0,1080.0,87.86,226.24,51185.22,0,1,0,0,0,0,0,0,1.0,89.95,99.18,83.68,0,0,0,0,0,0,17,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-59048-6,192.168.10.20,59048,192.168.10.10,22,6,24/05/2022 06:55:28 AM,20576272,17,25,1686.0,2092.0,976.0,0.0,99.18,228.87,1080.0,0.0,83.68,232.86,183.61,2.04,501860.29,1244593.44,3711354.0,0.0,20575585.0,1285974.06,1750386.65,3720879.0,172.0,20576038.0,857334.92,1541405.04,3711354.0,298.0,0,0,0,0,544,816,0.83,1.21,0.0,1080.0,87.86,226.24,51185.22,0,1,0,0,0,0,0,0,1.0,89.95,99.18,83.68,0,0,0,0,0,0,17,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.10.10-192.168.10.20-22-59052-6,192.168.10.20,59052,192.168.10.10,22,6,24/05/2022 06:55:28 AM,20576090,17,25,1686.0,2092.0,976.0,0.0,99.18,228.87,1080.0,0.0,83.68,232.86,183.61,2.04,501855.85,1244489.96,3710437.0,0.0,20575891.0,1285993.19,1751074.78,3721081.0,172.0,20575932.0,857330.5,1541259.75,3710437.0,75.0,0,0,0,0,544,816,0.83,1.22,0.0,1080.0,87.86,226.24,51185.22,0,1,0,0,0,0,0,0,1.0,89.95,99.18,83.68,0,0,0,0,0,0,17,1686,25,2092,-1,502,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
