142.251.37.227-10.0.3.131-443-56736-6,10.0.3.131,56736,142.251.37.227,443,6,17/05/2022 05:19:39 PM,502249,9,9,792.0,4947.0,517.0,0.0,88.0,172.20409402798762,2927.0,0.0,549.6666666666665,1013.134739311608,11426.603139080418,35.8387970906861,29544.058823529413,67170.0391278271,260250.0,0.0,427557.0,53444.62499999999,91542.94745081208,260250.0,37.0,502217.0,62777.125,89169.82051991341,260554.0,0.0,0,0,0,0,180,204,17.91939854534305,17.91939854534305,0.0,2927.0,302.05263157894734,726.6432315551506,528010.3859649122,0,1,0,0,0,0,0,0,1.0,318.8333333333333,88.0,549.6666666666666,0,0,0,0,0,0,9,792,9,4947,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.251.37.46-10.0.3.131-443-46300-6,10.0.3.131,46300,142.251.37.46,443,6,17/05/2022 05:19:42 PM,244988,8,8,792.0,4947.0,517.0,0.0,99.0,180.6820411662432,4339.0,0.0,618.375,1518.3395006669998,23425.63717406567,65.30932127287866,16332.533333333331,33098.262858746326,90691.0,12.0,169239.0,24177.0,39975.31389495272,90991.0,215.0,244919.0,34988.42857142857,42368.53331918687,90691.0,232.0,0,0,0,0,160,184,32.65466063643933,32.65466063643933,0.0,4339.0,337.58823529411757,1047.7981710963907,1097881.0073529412,0,1,0,0,0,0,0,0,1.0,358.6875,99.0,618.375,0,0,0,0,0,0,8,792,8,4947,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.251.37.46-10.0.3.131-443-46298-6,10.0.3.131,46298,142.251.37.46,443,6,17/05/2022 05:19:42 PM,245514,9,8,792.0,4947.0,517.0,0.0,88.0,172.20409402798762,2927.0,0.0,618.3749999999999,1060.4335956175123,23375.449057894864,69.24248719013987,15344.625,31931.55695729018,89009.0,6.0,169691.0,21211.375,37390.98761901054,89254.0,73.0,244682.0,34954.57142857143,41854.845772252556,89009.0,108.0,0,0,0,0,180,184,36.6577873359564,32.58469985418347,0.0,2927.0,318.83333333333337,743.9118583146638,553404.8529411765,0,1,0,0,0,0,0,0,0.0,337.5882352941176,88.0,618.375,0,0,0,0,0,0,9,792,8,4947,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.251.37.46-10.0.3.131-443-46302-6,10.0.3.131,46302,142.251.37.46,443,6,17/05/2022 05:19:42 PM,251253,9,9,792.0,4947.0,517.0,0.0,88.0,172.20409402798762,2927.0,0.0,549.6666666666665,1013.134739311608,22841.51831022913,71.64093563061934,14779.588235294119,32328.1516620167,91801.0,7.0,173840.0,21730.0,39133.555823980154,92023.0,113.0,251233.0,31404.124999999996,42336.96217402708,91801.0,100.0,0,0,0,0,180,204,35.82046781530967,35.82046781530967,0.0,2927.0,302.0526315789474,726.6432315551506,528010.3859649122,0,1,0,0,0,0,0,0,1.0,318.8333333333333,88.0,549.6666666666666,0,0,0,0,0,0,9,792,9,4947,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.251.37.46-10.0.3.131-443-46304-6,10.0.3.131,46304,142.251.37.46,443,6,17/05/2022 05:19:42 PM,214459,8,8,792.0,4947.0,517.0,0.0,99.0,180.6820411662432,4339.0,0.0,618.375,1518.3395006669998,26760.359789050588,74.60633501042157,14297.266666666666,29062.230797442404,79571.0,6.0,147977.0,21139.571428571428,35134.607558441785,79861.0,134.0,214444.0,30634.857142857145,37245.07358219147,79571.0,79.0,0,0,0,0,160,184,37.30316750521079,37.30316750521079,0.0,4339.0,337.58823529411757,1047.7981710963907,1097881.0073529412,0,1,0,0,0,0,0,0,1.0,358.6875,99.0,618.375,0,0,0,0,0,0,8,792,8,4947,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
10.0.3.131-74.125.200.94-55380-443-6,10.0.3.131,55380,74.125.200.94,443,6,17/05/2022 05:19:44 PM,1091907,9,8,792.0,7280.0,517.0,0.0,88.0,172.20409402798762,4236.0,0.0,910.0,1586.6701880713224,7392.570979030265,15.569091506877418,68244.18749999999,145870.58081656665,365310.0,22.0,731585.0,91448.125,167956.44864533652,365476.0,78.0,1091521.0,155931.57142857142,192998.1327620012,365310.0,245.0,0,0,0,0,180,184,8.242460209523339,7.326631297354079,0.0,4236.0,448.44444444444434,1109.7043179165403,1231443.673202614,0,1,0,0,0,0,0,0,0.0,474.8235294117647,88.0,910.0,0,0,0,0,0,0,9,792,8,7280,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.250.200.225-10.0.3.131-443-57734-6,10.0.3.131,57734,142.250.200.225,443,6,17/05/2022 05:19:54 PM,1343323,9,8,792.0,8099.0,517.0,0.0,88.0,172.20409402798762,6079.0,0.0,1012.375,2108.432859969698,6618.6613346157255,12.655184196205976,83957.6875,267459.5812620962,1078301.0,9.0,1261505.0,157688.125,374213.1332876789,1078301.0,79.0,1342996.0,191856.57142857142,393371.34844353586,1078443.0,187.0,0,0,0,0,180,184,6.699803397991399,5.955380798214577,0.0,6079.0,493.94444444444446,1439.6265640056972,2072524.64379085,0,1,0,0,0,0,0,0,0.0,523.0,88.0,1012.375,0,0,0,0,0,0,9,792,8,8099,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.250.200.225-10.0.3.131-443-57736-6,10.0.3.131,57736,142.250.200.225,443,6,17/05/2022 05:19:54 PM,1530019,9,8,792.0,8101.0,517.0,0.0,88.0,172.20409402798762,6081.0,0.0,1012.6249999999999,2109.119446424435,5812.346121191959,11.110973131706208,95626.18750000001,294713.5072891906,1183776.0,7.0,1462006.0,182750.75,410125.44924371265,1183776.0,73.0,1529421.0,218488.71428571426,431158.6881314559,1183943.0,256.0,0,0,0,0,180,184,5.882279893256228,5.22869323844998,0.0,6081.0,494.05555555555554,1440.0829825853878,2073838.9967320263,0,1,0,0,0,0,0,0,0.0,523.1176470588235,88.0,1012.625,0,0,0,0,0,0,9,792,8,8101,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.250.200.225-10.0.3.131-443-57738-6,10.0.3.131,57738,142.250.200.225,443,6,17/05/2022 05:19:54 PM,1530558,8,7,792.0,8101.0,517.0,0.0,99.0,180.6820411662432,7493.0,0.0,1157.2857142857142,2802.960976912672,5810.299250338765,9.800347324309174,109325.57142857143,313741.01996997814,1183189.0,7.0,1462541.0,208934.42857142858,435286.2388776904,1183189.0,70.0,1529550.0,254925.0,459867.3921464752,1183334.0,326.0,0,0,0,0,160,164,5.226851906298226,4.573495418010947,0.0,7493.0,555.8125,1859.7276223056608,3458586.8291666666,0,1,0,0,0,0,0,0,0.0,592.8666666666667,99.0,1157.2857142857142,0,0,0,0,0,0,8,792,7,8101,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.250.203.234-10.0.3.131-443-57306-6,10.0.3.131,57306,142.250.203.234,443,6,17/05/2022 05:19:55 PM,395872,8,8,792.0,5289.0,517.0,0.0,99.0,180.6820411662432,4681.0,0.0,661.1250000000001,1638.149429561122,15361.025786112683,40.417104518632286,26391.46666666667,57153.08715054765,203539.0,10.0,319294.0,45613.428571428565,77299.330277084,203702.0,320.0,395664.0,56523.428571428565,75078.64227563243,203539.0,506.0,0,0,0,0,160,184,20.208552259316143,20.208552259316143,0.0,4681.0,357.70588235294105,1129.5227291153706,1275821.595588235,0,1,0,0,0,0,0,0,1.0,380.0625,99.0,661.125,0,0,0,0,0,0,8,792,8,5289,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.250.200.225-10.0.3.131-443-57740-6,10.0.3.131,57740,142.250.200.225,443,6,17/05/2022 05:19:54 PM,1546477,9,9,792.0,8100.0,517.0,0.0,88.0,172.20409402798762,6080.0,0.0,900.0000000000001,2001.243613356455,5749.843030319881,11.63935836097142,90969.23529411767,284960.2556192112,1177715.0,8.0,1470340.0,183792.5,407781.68732195767,1177715.0,228.0,1546395.0,193299.37500000003,403827.81361011404,1177942.0,150.0,0,0,0,0,180,204,5.81967918048571,5.81967918048571,0.0,6080.0,467.99999999999994,1403.8692959104135,1970849.0,0,1,0,0,0,0,0,0,1.0,494.0,88.0,900.0,0,0,0,0,0,0,9,792,9,8100,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
142.250.203.234-10.0.3.131-443-57306-6,142.250.203.234,443,10.0.3.131,57306,6,17/05/2022 05:19:56 PM,185189,1,1,31.0,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,167.3965516310364,10.799777524582995,185189.0,0.0,185189.0,185189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5.399888762291497,5.399888762291497,0.0,31.0,10.333333333333334,17.8978583448784,320.33333333333337,0,0,0,0,1,0,0,0,1.0,15.5,31.0,0.0,0,0,0,0,0,0,1,31,1,0,-1,64239,1,0,0,0,0,0,0,0,0,0,No Label
142.250.200.225-10.0.3.131-443-57742-6,10.0.3.131,57742,142.250.200.225,443,6,17/05/2022 05:19:54 PM,1731610,8,7,792.0,8101.0,517.0,0.0,99.0,180.6820411662432,7493.0,0.0,1157.2857142857142,2802.960976912672,5135.682977113784,8.66245863676001,123686.42857142858,387998.24235658883,1465669.0,7.0,1654129.0,236304.14285714284,543816.2110883383,1465669.0,74.0,1731009.0,288501.5,578374.6783872026,1465926.0,269.0,0,0,0,0,160,164,4.619977939605338,4.042480697154671,0.0,7493.0,555.8125,1859.7276223056608,3458586.8291666666,0,1,0,0,0,0,0,0,0.0,592.8666666666667,99.0,1157.2857142857142,0,0,0,0,0,0,8,792,7,8101,-1,64240,4,0,0,0,0,0,0,0,0,0,No Label
10.0.3.131-52.31.164.68-44402-443-6,10.0.3.131,44402,52.31.164.68,443,6,17/05/2022 05:20:04 PM,550,2,2,31.0,46.0,31.0,0.0,15.5,21.920310216782973,46.0,0.0,23.0,32.526911934581186,140000.0,7272.727272727272,183.33333333333334,102.71481554933219,282.0,77.0,77.0,77.0,0.0,77.0,77.0,282.0,282.0,0.0,282.0,282.0,0,1,0,0,40,40,3636.363636363636,3636.363636363636,0.0,46.0,24.6,23.276597689524987,541.8,0,0,0,1,1,0,0,0,1.0,30.75,15.5,23.0,0,0,0,0,0,0,2,31,2,46,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
